areaCode,Geometry
E02005240,"{""coordinates"":[[[-2.16978773582242,53.9370103481332],[-2.16207610088872,53.9326237734035],[-2.162876691949,53.9272699651975],[-2.1634831100058,53.9226746591622],[-2.17127603060878,53.9204294198602],[-2.17620181017907,53.9183944355603],[-2.18090562146837,53.917005021774],[-2.18414626146277,53.9190321308847],[-2.18811975014236,53.9167687866373],[-2.18960305288985,53.9193566271994],[-2.19686044010747,53.9182543229586],[-2.204261994292,53.9217536633876],[-2.20501735227612,53.9263302636381],[-2.18747391469191,53.929027994354],[-2.19159599875115,53.9360112816404],[-2.1822814390986,53.9353902179426],[-2.17594507848747,53.9342601907565],[-2.16978773582242,53.9370103481332]]],""type"":""Polygon""}"
E02005241,"{""coordinates"":[[[-2.18548815357195,53.9418868400087],[-2.1822814390986,53.9353902179426],[-2.19159599875115,53.9360112816404],[-2.18747391469191,53.929027994354],[-2.20501735227612,53.9263302636381],[-2.204261994292,53.9217536633876],[-2.19686044010747,53.9182543229586],[-2.18960305288985,53.9193566271994],[-2.18811975014236,53.9167687866373],[-2.18414626146277,53.9190321308847],[-2.18090562146837,53.917005021774],[-2.17620181017907,53.9183944355603],[-2.17127603060878,53.9204294198602],[-2.1750098377099,53.9097084122606],[-2.17505163275202,53.9072499089418],[-2.18190937488082,53.9076398547607],[-2.17892362365742,53.9057311416095],[-2.19495688554678,53.900230740612],[-2.20439233785877,53.8877696515552],[-2.20124963838402,53.8833842805732],[-2.2057776409738,53.8815704371927],[-2.21404588927557,53.8925755363994],[-2.22028651621859,53.8960554142191],[-2.2231117004312,53.8940436622368],[-2.23495508778601,53.9079617599164],[-2.24584046647144,53.9332628717135],[-2.22542097771162,53.943658634239],[-2.21561699250809,53.9415241238007],[-2.18452311797952,53.9522647050922],[-2.17946868515579,53.9459854099484],[-2.18548815357195,53.9418868400087]]],""type"":""Polygon""}"
E02005242,"{""coordinates"":[[[-2.14943281577798,53.9260278634043],[-2.14179852537451,53.9256745861426],[-2.13778860849679,53.9280433052734],[-2.12461836159968,53.9219071850036],[-2.10746731209462,53.9080424901792],[-2.1131760078177,53.9046114663484],[-2.11045401562944,53.9011099089927],[-2.10341695850868,53.8918926861922],[-2.1292072663992,53.8839044371187],[-2.15076846481598,53.8855599886411],[-2.16839358198439,53.8920878512547],[-2.1770289855808,53.8917644439643],[-2.17986811545939,53.8867935875879],[-2.18521599581473,53.8863093591351],[-2.18517923593827,53.8820820602489],[-2.19836937554814,53.8787954745397],[-2.2057776409738,53.8815704371927],[-2.20124963838402,53.8833842805732],[-2.20439233785877,53.8877696515552],[-2.19495688554678,53.900230740612],[-2.17892362365742,53.9057311416095],[-2.18190937488082,53.9076398547607],[-2.17505163275202,53.9072499089418],[-2.1750098377099,53.9097084122606],[-2.17127603060878,53.9204294198602],[-2.1634831100058,53.9226746591622],[-2.162876691949,53.9272699651975],[-2.15171623285045,53.9294841172825],[-2.14943281577798,53.9260278634043]]],""type"":""Polygon""}"
E02005243,"{""coordinates"":[[[-2.14062928987126,53.86547347996],[-2.15066570449907,53.8596813768503],[-2.15123438085584,53.8596270032319],[-2.15893807304132,53.8578771936313],[-2.16378243437306,53.8573346579856],[-2.170991075857,53.8565861170424],[-2.17314170658305,53.8593362236426],[-2.17271094557038,53.8594219971304],[-2.16693755114467,53.8620892689158],[-2.16743216230383,53.867034957041],[-2.16690308277942,53.8664166335936],[-2.16680135802403,53.8662966224425],[-2.16568739123131,53.8650098940598],[-2.16029591668317,53.8661712038435],[-2.16015308190662,53.8664679982955],[-2.14666353986882,53.8682499684198],[-2.14279775316583,53.8719698886418],[-2.14062928987126,53.86547347996]]],""type"":""Polygon""}"
E02005244,"{""coordinates"":[[[-2.19936178341079,53.8744734707049],[-2.1903726596574,53.8716600764637],[-2.1802657294727,53.8727360233631],[-2.16887217270441,53.870050490609],[-2.16743216230383,53.867034957041],[-2.16693755114467,53.8620892689158],[-2.17271094557038,53.8594219971304],[-2.17314170658305,53.8593362236426],[-2.170991075857,53.8565861170424],[-2.17374837865709,53.8560785312248],[-2.18180388187673,53.854027380542],[-2.18369772533527,53.85672472187],[-2.19798914625904,53.8537983858218],[-2.19494023466983,53.8572594996872],[-2.20490099685497,53.8585022889389],[-2.1957655638767,53.8662024956669],[-2.19568565934479,53.8662905383801],[-2.19936178341079,53.8744734707049]]],""type"":""Polygon""}"
E02005245,"{""coordinates"":[[[-2.15076846481598,53.8855599886411],[-2.1292072663992,53.8839044371187],[-2.10341695850868,53.8918926861922],[-2.08245735095998,53.8775547609087],[-2.08991502717045,53.868182087063],[-2.08119130425251,53.8699714535658],[-2.07484953939067,53.8623671777273],[-2.04613122209841,53.8501417053886],[-2.04507539820336,53.8388960147673],[-2.04692486652713,53.8295103214069],[-2.06125054731748,53.8256354325431],[-2.11227893290147,53.8057084161425],[-2.12862289546166,53.8197955708299],[-2.13534562466881,53.8159576698491],[-2.14211348072701,53.8204473906678],[-2.14868239212075,53.8198580216109],[-2.14928032572872,53.8239374929332],[-2.14177445168229,53.8273962278528],[-2.14922655305306,53.8292027232614],[-2.15251724590008,53.8399839540457],[-2.1612996588275,53.8435546597101],[-2.16243433047792,53.8481012436298],[-2.15153772455301,53.8528081961279],[-2.16002138669884,53.8548282556414],[-2.15893807304132,53.8578771936313],[-2.15123438085584,53.8596270032319],[-2.15066570449907,53.8596813768503],[-2.14062928987126,53.86547347996],[-2.14279775316583,53.8719698886418],[-2.14666353986882,53.8682499684198],[-2.16015308190662,53.8664679982955],[-2.16029591668317,53.8661712038435],[-2.16568739123131,53.8650098940598],[-2.16680135802403,53.8662966224425],[-2.16690308277942,53.8664166335936],[-2.16743216230383,53.867034957041],[-2.16887217270441,53.870050490609],[-2.1802657294727,53.8727360233631],[-2.1903726596574,53.8716600764637],[-2.19936178341079,53.8744734707049],[-2.19836937554814,53.8787954745397],[-2.18517923593827,53.8820820602489],[-2.18521599581473,53.8863093591351],[-2.17986811545939,53.8867935875879],[-2.17702898405926,53.8917644439665],[-2.16839358198439,53.8920878512547],[-2.15076846481598,53.8855599886411]]],""type"":""Polygon""}"
E02005246,"{""coordinates"":[[[-2.16002138669884,53.8548282556414],[-2.15153772455301,53.8528081961279],[-2.16243433047792,53.8481012436298],[-2.1612996588275,53.8435546597101],[-2.17027249126484,53.8412719843468],[-2.18548977966675,53.8457570987141],[-2.18763047626277,53.8434142757117],[-2.1967367570616,53.8456967476302],[-2.20026839452894,53.8489874254248],[-2.2006177398851,53.8488327741389],[-2.20327651596606,53.8504637269131],[-2.19902830246196,53.8532349137924],[-2.19798914625904,53.8537983858218],[-2.18369772533527,53.85672472187],[-2.18180388187673,53.854027380542],[-2.17374837865709,53.8560785312248],[-2.170991075857,53.8565861170424],[-2.16378243437306,53.8573346579856],[-2.15893807304132,53.8578771936313],[-2.16002138669884,53.8548282556414]]],""type"":""Polygon""}"
E02005247,"{""coordinates"":[[[-2.19836937554814,53.8787954745397],[-2.19936178341079,53.8744734707049],[-2.19568565934479,53.8662905383801],[-2.1957655638767,53.8662024956669],[-2.20490099685497,53.8585022889389],[-2.19494023466983,53.8572594996872],[-2.19798914625904,53.8537983858218],[-2.19902830246196,53.8532349137924],[-2.20327651596606,53.8504637269131],[-2.21344257999516,53.847552117987],[-2.22334837035074,53.8456241369726],[-2.22542224238326,53.83968890697],[-2.22657438336128,53.8372220159216],[-2.231023664825,53.836847599028],[-2.23221718061,53.8364576927106],[-2.2402106302832,53.8335818078286],[-2.24363273120532,53.8273835667606],[-2.2459728135362,53.8274589086723],[-2.25383591171422,53.8310258306867],[-2.26465204878209,53.8274122412021],[-2.26522544996297,53.8272191976516],[-2.26790766132459,53.8263782010761],[-2.27739100843564,53.8223376087697],[-2.26989052737706,53.8150540971478],[-2.28464288134508,53.807670247907],[-2.29555853586234,53.8087539045341],[-2.2983186838924,53.8150592812638],[-2.30236583666097,53.8137571669786],[-2.30195195990241,53.8211541065538],[-2.31205746155802,53.8125802640855],[-2.31317769966714,53.8123620033745],[-2.31784476298947,53.8170570910196],[-2.31713662396522,53.8278539406905],[-2.30582814133677,53.8296022253936],[-2.30257353044282,53.8363950856919],[-2.33199549871812,53.841350104864],[-2.33226232160904,53.8410971506426],[-2.33207374733573,53.8422360411129],[-2.33200343342881,53.842410938099],[-2.32521633612931,53.8422020166558],[-2.32646044359471,53.8451056486185],[-2.31792856214825,53.8469217231304],[-2.31853318917828,53.8500472552854],[-2.32517236262459,53.8511200747206],[-2.31426613781169,53.8543106251789],[-2.31946428185578,53.8582951050409],[-2.31128414460724,53.8659756567721],[-2.31122405780343,53.8660746772405],[-2.30933584852261,53.8676493842145],[-2.27369568383336,53.8789776051542],[-2.26550409606354,53.8759968703798],[-2.2648751115128,53.8761357554424],[-2.25877292215384,53.8778628260152],[-2.25919583690881,53.8820343108784],[-2.24642322351712,53.8858100197646],[-2.22662932784437,53.8895119452441],[-2.2231117004312,53.8940436622368],[-2.22028651621859,53.8960554142191],[-2.21404588927557,53.8925755363994],[-2.2057776409738,53.8815704371927],[-2.19836937554814,53.8787954745397]]],""type"":""Polygon""}"
E02005248,"{""coordinates"":[[[-2.20327651596606,53.8504637269131],[-2.2006177398851,53.8488327741389],[-2.20026839452894,53.8489874254248],[-2.1967367570616,53.8456967476302],[-2.20445616772977,53.8401144395807],[-2.20608961485093,53.8391193529778],[-2.20782419435558,53.8379741043712],[-2.2117907825792,53.8357615252486],[-2.21412963933607,53.8357029978519],[-2.21830152228692,53.8401214447751],[-2.22542224238326,53.83968890697],[-2.22334837035074,53.8456241369726],[-2.21344257999516,53.847552117987],[-2.20327651596606,53.8504637269131]]],""type"":""Polygon""}"
E02005249,"{""coordinates"":[[[-2.18763047626277,53.8434142757117],[-2.19822177239529,53.8386609003804],[-2.19860447611888,53.8387414330904],[-2.20097573721071,53.8337288269959],[-2.20179271955014,53.83311371575],[-2.19957149555785,53.8283668066065],[-2.20755208085009,53.8300864676136],[-2.21544935315688,53.8279986646862],[-2.21566988988472,53.8281248265904],[-2.21376163853275,53.8294188121914],[-2.21127891519822,53.8353819717117],[-2.2117907825792,53.8357615252486],[-2.20782419435558,53.8379741043712],[-2.20608961485093,53.8391193529778],[-2.20445616772977,53.8401144395807],[-2.1967367570616,53.8456967476302],[-2.18763047626277,53.8434142757117]]],""type"":""Polygon""}"
E02005250,"{""coordinates"":[[[-2.21830152228692,53.8401214447751],[-2.21412963933607,53.8357029978519],[-2.2117907825792,53.8357615252486],[-2.21127891519822,53.8353819717117],[-2.21376163853275,53.8294188121914],[-2.21566988988472,53.8281248265904],[-2.21929445682587,53.825445176711],[-2.22313443394035,53.8268559868275],[-2.22797466493772,53.8298954254749],[-2.23464467436226,53.8311192445083],[-2.23047446385324,53.8327479538635],[-2.23221718061,53.8364576927106],[-2.231023664825,53.836847599028],[-2.22657438336128,53.8372220159216],[-2.22542224238326,53.83968890697],[-2.21830152228692,53.8401214447751]]],""type"":""Polygon""}"
E02005251,"{""coordinates"":[[[-2.18548977966675,53.8457570987141],[-2.17027249126484,53.8412719843468],[-2.1612996588275,53.8435546597101],[-2.15251724590008,53.8399839540457],[-2.14922655305306,53.8292027232614],[-2.14177445168229,53.8273962278528],[-2.14928032572872,53.8239374929332],[-2.14868239212075,53.8198580216109],[-2.1521341161786,53.8237305332979],[-2.1829816105992,53.8221700458056],[-2.19344950370051,53.824069388061],[-2.19697272639859,53.8252455537884],[-2.19482781531584,53.8219720936757],[-2.19946129108688,53.8182182203189],[-2.20325914156974,53.8213598532488],[-2.22296593784919,53.8236699082276],[-2.22472435077312,53.8239542680999],[-2.22939161183723,53.8263635029208],[-2.22313443394035,53.8268559868275],[-2.21929445682587,53.825445176711],[-2.21566988988472,53.8281248265904],[-2.21544935315688,53.8279986646862],[-2.20755208085009,53.8300864676136],[-2.19957149555785,53.8283668066065],[-2.20179271955014,53.83311371575],[-2.20097573721071,53.8337288269959],[-2.19860447611888,53.8387414330904],[-2.19822177239529,53.8386609003804],[-2.18763047626277,53.8434142757117],[-2.18548977966675,53.8457570987141]]],""type"":""Polygon""}"
E02005252,"{""coordinates"":[[[-2.22797466493772,53.8298954254749],[-2.22313443394035,53.8268559868275],[-2.22939161183723,53.8263635029208],[-2.22472435077312,53.8239542680999],[-2.22296593784919,53.8236699082276],[-2.20325914156974,53.8213598532488],[-2.19946129108688,53.8182182203189],[-2.20644163893414,53.812422791269],[-2.20742990349426,53.8114369444721],[-2.20957349008123,53.8140037850117],[-2.21768457866728,53.8155161523328],[-2.22173267688406,53.817075457144],[-2.22264295637568,53.817392953472],[-2.2312162084123,53.8146779421377],[-2.23540546773436,53.8137909799106],[-2.24162544322032,53.8129341238032],[-2.24890167793635,53.811910443568],[-2.26106942272175,53.807767289375],[-2.26989052737706,53.8150540971478],[-2.27739100843564,53.8223376087697],[-2.26790766132459,53.8263782010761],[-2.26522544996297,53.8272191976516],[-2.26465204878209,53.8274122412021],[-2.25383591171422,53.8310258306867],[-2.24597281353093,53.8274589077736],[-2.24363273120532,53.8273835667606],[-2.2402106302832,53.8335818078286],[-2.23221718061,53.8364576927106],[-2.23047446385324,53.8327479538635],[-2.23464467436226,53.8311192445083],[-2.22797466493772,53.8298954254749]]],""type"":""Polygon""}"
E02005253,"{""coordinates"":[[[-2.6452311374127,53.8937579994366],[-2.63596670953682,53.8902850275407],[-2.63552980894386,53.8827937561009],[-2.62538146539332,53.8802975011939],[-2.62935976457124,53.859986592935],[-2.61440980723574,53.8510924087682],[-2.62325968638607,53.8467191507327],[-2.6078983713644,53.838772770705],[-2.61018009316241,53.8329587513454],[-2.61022608277879,53.8287490949552],[-2.61098928103553,53.826491812021],[-2.62471409115589,53.8155648398785],[-2.61229681187181,53.803894553706],[-2.59543534417877,53.7962017262307],[-2.60178160812992,53.7896824633503],[-2.59948759882884,53.7814711044352],[-2.61187353132484,53.7785759707001],[-2.63191867148296,53.7827942101564],[-2.62114122099902,53.7885785636652],[-2.63700911330022,53.7929096434168],[-2.63518272457139,53.7952784072445],[-2.63985671586306,53.7960764352869],[-2.6459343255871,53.7910797848397],[-2.6499298218587,53.7932540928145],[-2.6622386774694,53.7903390235425],[-2.66643814916342,53.7919512278768],[-2.67306340615336,53.7936304790728],[-2.6761234772241,53.7995700170674],[-2.68828168900479,53.8080951414453],[-2.70280801143426,53.8082581857937],[-2.70374851642113,53.8176217828892],[-2.7023734510971,53.8361181722884],[-2.70649410421695,53.8396030098429],[-2.69840945285314,53.8440001711089],[-2.69780455813557,53.8486650813352],[-2.70042107392574,53.8543356082751],[-2.70981618005464,53.8536423676866],[-2.71192321587047,53.8563919995321],[-2.70326157269772,53.8649588060945],[-2.70608040174189,53.869021138845],[-2.69082573289908,53.8742036620455],[-2.68934268346589,53.8881189977688],[-2.68092728891519,53.8925213162226],[-2.67032819386084,53.8916693778385],[-2.65723516314872,53.8961666525793],[-2.6452311374127,53.8937579994366]]],""type"":""Polygon""}"
E02005254,"{""coordinates"":[[[-2.70042107392574,53.8543356082751],[-2.69780455813557,53.8486650813352],[-2.69840945285314,53.8440001711089],[-2.70649410421695,53.8396030098429],[-2.7023734510971,53.8361181722884],[-2.70374851642113,53.8176217828892],[-2.70280801143426,53.8082581857937],[-2.68828168900479,53.8080951414453],[-2.67612347723857,53.7995700179661],[-2.68164864740493,53.799517764824],[-2.69868551558273,53.7994643787222],[-2.70482996180457,53.7982819979033],[-2.71529225557926,53.7978541270019],[-2.71674146297692,53.8008449407831],[-2.72981115211895,53.7991000879315],[-2.7295860715641,53.7962559910981],[-2.72481400309744,53.7966534000694],[-2.72274972656585,53.7913203978067],[-2.72732255776397,53.7909141184058],[-2.7232582705687,53.7839566792121],[-2.72555697709739,53.783574266417],[-2.72918226697348,53.7802040269418],[-2.7309432362821,53.779421723845],[-2.73393839835778,53.7850674147589],[-2.74078038717537,53.7888006283011],[-2.73938248034757,53.7919463304434],[-2.74384878922605,53.7901585230279],[-2.74532473543703,53.7920975470444],[-2.74981969507701,53.7885126665104],[-2.76066109552183,53.7870538281825],[-2.77779031491997,53.7847291459689],[-2.78050660419553,53.7876435714484],[-2.81525922350643,53.8081831718486],[-2.82599444305045,53.8199873952341],[-2.8031933179817,53.8258523834089],[-2.79786394563583,53.8245883598958],[-2.80013472077752,53.8331379383058],[-2.79338422175656,53.8366906482324],[-2.78703297947807,53.8321416264251],[-2.78177481892038,53.8333663832817],[-2.77430414823315,53.8398568082163],[-2.76879515660533,53.8373037638791],[-2.75356605064099,53.8237543196942],[-2.73615756229324,53.8234462858489],[-2.74668998890867,53.850432587491],[-2.73193613763966,53.851356981246],[-2.73184464401108,53.8513963961668],[-2.72431095209247,53.8494989224786],[-2.70981618005464,53.8536423676866],[-2.70042107392574,53.8543356082751]]],""type"":""Polygon""}"
E02005255,"{""coordinates"":[[[-2.71674146297692,53.8008449407831],[-2.71529225557926,53.7978541270019],[-2.70482996180457,53.7982819979033],[-2.69868551558273,53.7994643787222],[-2.70071327876215,53.7955717895714],[-2.70239224631252,53.7934478746871],[-2.70359876960079,53.7925812742148],[-2.70917762094267,53.7921646369405],[-2.70779723891695,53.7882240509],[-2.7124839969888,53.7875618595941],[-2.71156359755748,53.7841055323924],[-2.72218057608956,53.7832981898369],[-2.72555697709739,53.783574266417],[-2.7232582705687,53.7839566792121],[-2.72732255776397,53.7909141184058],[-2.72274972656585,53.7913203978067],[-2.72481400309744,53.7966534000694],[-2.7295860715641,53.7962559910981],[-2.72981115211895,53.7991000879315],[-2.71674146297692,53.8008449407831]]],""type"":""Polygon""}"
E02005256,"{""coordinates"":[[[-2.69868551558273,53.7994643787222],[-2.68164864740493,53.799517764824],[-2.67612347723857,53.7995700179661],[-2.67306340615336,53.7936304790728],[-2.66643814916342,53.7919512278768],[-2.6622386774694,53.7903390235425],[-2.6499298218587,53.7932540928145],[-2.6459343255871,53.7910797848397],[-2.65264755530776,53.786572516827],[-2.66416546643467,53.7853128440088],[-2.67950187933626,53.7836964303486],[-2.67851885283927,53.782676257196],[-2.68552807076382,53.7809991523064],[-2.68582107593047,53.7886100337535],[-2.69701272381453,53.7836797359921],[-2.69843053234962,53.7869231100352],[-2.70106527621817,53.7891548141217],[-2.70779723891695,53.7882240509],[-2.70917762094267,53.7921646369405],[-2.70359876960079,53.7925812742148],[-2.70239224631252,53.7934478746871],[-2.70071327876215,53.7955717895714],[-2.69868551558273,53.7994643787222]]],""type"":""Polygon""}"
E02005257,"{""coordinates"":[[[-2.74532473543703,53.7920975470444],[-2.74384878922605,53.7901585230279],[-2.73938248034757,53.7919463304434],[-2.74078038717537,53.7888006283011],[-2.73393839835778,53.7850674147589],[-2.73795605151069,53.783583597765],[-2.74100025499021,53.7800938661658],[-2.73559948263037,53.7742605887618],[-2.74620585057334,53.7739187379672],[-2.74936846212133,53.7747366476468],[-2.75155550350095,53.7794663160642],[-2.75174665251652,53.7809830487493],[-2.75041838876371,53.7868237253401],[-2.74981969507701,53.7885126665104],[-2.74532473543703,53.7920975470444]]],""type"":""Polygon""}"
E02005258,"{""coordinates"":[[[-2.69843053234962,53.7869231100352],[-2.69701272381453,53.7836797359921],[-2.68582107593047,53.7886100337535],[-2.68552807076382,53.7809991523064],[-2.68764263674835,53.7778679774348],[-2.68901725839136,53.7765307247413],[-2.70885183029311,53.7762220782373],[-2.70982070773192,53.7776015047606],[-2.71583966377864,53.7770905016722],[-2.71587150361965,53.7770814665819],[-2.71949642225201,53.7766262601612],[-2.72790318642649,53.7776067507349],[-2.72453179837779,53.7793921525338],[-2.72918226697348,53.7802040269418],[-2.72555697709739,53.783574266417],[-2.72218057608956,53.7832981898369],[-2.71156359755748,53.7841055323924],[-2.7124839969888,53.7875618595941],[-2.70779723891695,53.7882240509],[-2.70106527621817,53.7891548141217],[-2.69843053234962,53.7869231100352]]],""type"":""Polygon""}"
E02005259,"{""coordinates"":[[[-2.65093264506229,53.7836654197624],[-2.65907662830127,53.7788688294137],[-2.6598705350812,53.7816889530938],[-2.66577083755208,53.7794813753694],[-2.66927518351237,53.7753686787913],[-2.67424092983667,53.7730191716092],[-2.67656491789534,53.7718794923764],[-2.67829721033367,53.7710307689545],[-2.68277661746603,53.7688121900431],[-2.68318195707363,53.7686116514088],[-2.68985067915024,53.7745268820759],[-2.68901725839136,53.7765307247413],[-2.68764263674835,53.7778679774348],[-2.68552807076382,53.7809991523064],[-2.67851885283927,53.782676257196],[-2.67950187933626,53.7836964303486],[-2.66416546643467,53.7853128440088],[-2.65264755532173,53.7865725177257],[-2.6459343255871,53.7910797848397],[-2.63985671586306,53.7960764352869],[-2.63518272457139,53.7952784072445],[-2.63700911330022,53.7929096434168],[-2.65093264506229,53.7836654197624]]],""type"":""Polygon""}"
E02005260,"{""coordinates"":[[[-2.73393839835778,53.7850674147589],[-2.7309432362821,53.779421723845],[-2.72918226697348,53.7802040269418],[-2.72453179837779,53.7793921525338],[-2.72790318642649,53.7776067507349],[-2.71949642225201,53.7766262601612],[-2.72211422926929,53.7757500639889],[-2.71872816021935,53.7734148840043],[-2.72171809121634,53.7721084625041],[-2.72312748846822,53.7718380334286],[-2.72892210092989,53.772604628089],[-2.72985649345132,53.7692791472813],[-2.73021656638501,53.7689733125044],[-2.73592904945624,53.7693881219006],[-2.73515217393259,53.7660259413671],[-2.73956093866767,53.7686443556461],[-2.74150387897447,53.7687771565473],[-2.74946650630111,53.7728888063412],[-2.75055081019047,53.7748762002197],[-2.74936846212133,53.7747366476468],[-2.74620585057334,53.7739187379672],[-2.73559948263037,53.7742605887618],[-2.74100025499021,53.7800938661658],[-2.73795605151069,53.783583597765],[-2.73393839835778,53.7850674147589]]],""type"":""Polygon""}"
E02005261,"{""coordinates"":[[[-2.63484659771351,53.7799994847975],[-2.62290625009945,53.7746493389773],[-2.62251995722704,53.7743718637518],[-2.62655708056219,53.7678283769122],[-2.64388662801576,53.7649666197849],[-2.66025942668174,53.7657072286152],[-2.66322818891542,53.7657142661424],[-2.66827035152977,53.7686702181446],[-2.67656491789534,53.7718794923764],[-2.67424092983667,53.7730191716092],[-2.66927518351237,53.7753686787913],[-2.66577083755208,53.7794813753694],[-2.6598705350812,53.7816889530938],[-2.65907662830127,53.7788688294137],[-2.65093264506229,53.7836654197624],[-2.63700911330022,53.7929096434168],[-2.62114122099902,53.7885785636652],[-2.63191867148296,53.7827942101564],[-2.63484659771351,53.7799994847975]]],""type"":""Polygon""}"
E02005262,"{""coordinates"":[[[[-2.78849710573296,53.7532413620842],[-2.79396642738162,53.7519945905529],[-2.78979991817262,53.756397608427],[-2.78849710573296,53.7532413620842]]],[[[-2.75041838876371,53.7868237253401],[-2.75174665251652,53.7809830487493],[-2.75155550350095,53.7794663160642],[-2.74936846212133,53.7747366476468],[-2.75055081019047,53.7748762002197],[-2.76563385562936,53.775236627462],[-2.760527932014,53.7697596736791],[-2.76715557833864,53.7672818037208],[-2.76409816964708,53.7639017051871],[-2.7750071083836,53.7655398328481],[-2.76815967325199,53.7619961193755],[-2.76093789692672,53.7642142517305],[-2.76324747300452,53.7617291737905],[-2.76225417404221,53.7616709708604],[-2.74075406098219,53.762791139809],[-2.72970954637204,53.7648362085775],[-2.72279737656607,53.764037921622],[-2.71908551423248,53.758571530364],[-2.72503882623087,53.7578589416693],[-2.72514939227847,53.7571309007521],[-2.72517699915198,53.7569385572528],[-2.73027798583115,53.7575581767121],[-2.73342094428657,53.757625425483],[-2.74521190555138,53.7573096828945],[-2.75719937173591,53.7564230417038],[-2.76429016822217,53.7564148561983],[-2.78790474838844,53.7532749303222],[-2.78928553460561,53.7563865541391],[-2.79260802808906,53.7609477222181],[-2.79557160586861,53.7621297665324],[-2.79479162826425,53.7624926370411],[-2.78823439748114,53.7655426465034],[-2.79499600624955,53.7627421702357],[-2.7984249647831,53.7687567035378],[-2.79663847498704,53.7732916126539],[-2.79628078047998,53.7738079351725],[-2.78050660419553,53.7876435714484],[-2.77779031491997,53.7847291459689],[-2.76066109552183,53.7870538281825],[-2.74981969507701,53.7885126665104],[-2.75041838876371,53.7868237253401]]]],""type"":""MultiPolygon""}"
E02005263,"{""coordinates"":[[[-2.68985067915024,53.7745268820759],[-2.68318195707363,53.7686116514088],[-2.68654164559739,53.7676171924196],[-2.6913464498321,53.7683846983273],[-2.69132506748502,53.7684675182163],[-2.69671884132539,53.7693603325615],[-2.69968986707959,53.7692230702954],[-2.71018298691011,53.7683716872922],[-2.71071180783314,53.7691816763791],[-2.7122128919516,53.7714922846184],[-2.71291059008492,53.772574605798],[-2.70693405148306,53.7738945370168],[-2.70885183029311,53.7762220782373],[-2.68901725839136,53.7765307247413],[-2.68985067915024,53.7745268820759]]],""type"":""Polygon""}"
E02005264,"{""coordinates"":[[[-2.71291059008492,53.772574605798],[-2.7122128919516,53.7714922846184],[-2.71071180783314,53.7691816763791],[-2.71018298691011,53.7683716872922],[-2.70611314216093,53.7626612832652],[-2.70797015690438,53.7626433327554],[-2.70467367036876,53.7591481393413],[-2.70794458468315,53.7571019834133],[-2.70964834770502,53.7594017827454],[-2.71908551423248,53.758571530364],[-2.72279737656607,53.764037921622],[-2.72037133846508,53.7650826500781],[-2.72784426041339,53.7685151679461],[-2.72985649345132,53.7692791472813],[-2.72892210092989,53.772604628089],[-2.72312748846822,53.7718380334286],[-2.72171809121634,53.7721084625041],[-2.71872816021935,53.7734148840043],[-2.72211422926929,53.7757500639889],[-2.71949642225201,53.7766262601612],[-2.71587150361965,53.7770814665819],[-2.71583966377864,53.7770905016722],[-2.70982070773192,53.7776015047606],[-2.70885183029311,53.7762220782373],[-2.70693405148306,53.7738945370168],[-2.71291059008492,53.772574605798]]],""type"":""Polygon""}"
E02005265,"{""coordinates"":[[[-2.73956093866767,53.7686443556461],[-2.73515217393259,53.7660259413671],[-2.73592904945624,53.7693881219006],[-2.73021656638501,53.7689733125044],[-2.72985649345132,53.7692791472813],[-2.72784426041339,53.7685151679461],[-2.72037133846508,53.7650826500781],[-2.72279737656607,53.764037921622],[-2.72970954637204,53.7648362085775],[-2.74075406098219,53.762791139809],[-2.76225417404221,53.7616709708604],[-2.76324747300452,53.7617291737905],[-2.76093789692672,53.7642142517305],[-2.76815967325199,53.7619961193755],[-2.7750071083836,53.7655398328481],[-2.76409816964708,53.7639017051871],[-2.76715557833864,53.7672818037208],[-2.760527932014,53.7697596736791],[-2.76563385562936,53.775236627462],[-2.75055081019047,53.7748762002197],[-2.74946650630111,53.7728888063412],[-2.74150387897447,53.7687771565473],[-2.73956093866767,53.7686443556461]]],""type"":""Polygon""}"
E02005266,"{""coordinates"":[[[-2.68503910461902,53.7608757559391],[-2.68721078010635,53.7603235010894],[-2.68838999414705,53.7607442124032],[-2.69067609899158,53.7612776781801],[-2.69172454795455,53.7669178535685],[-2.68654164559739,53.7676171924196],[-2.68318195707363,53.7686116514088],[-2.68277661746603,53.7688121900431],[-2.67829721033367,53.7710307689545],[-2.67656491789534,53.7718794923764],[-2.66827035152977,53.7686702181446],[-2.66322818891542,53.7657142661424],[-2.66909418839049,53.7654615182345],[-2.67544082550223,53.763484166066],[-2.67667791485335,53.7631665092397],[-2.68503910461902,53.7608757559391]]],""type"":""Polygon""}"
E02005267,"{""coordinates"":[[[-2.69172454795455,53.7669178535685],[-2.69067609899158,53.7612776781801],[-2.69907762555996,53.7644534598114],[-2.70611314216093,53.7626612832652],[-2.71018298691011,53.7683716872922],[-2.69968986707959,53.7692230702954],[-2.69671884132539,53.7693603325615],[-2.69132506748502,53.7684675182163],[-2.6913464498321,53.7683846983273],[-2.68654164559739,53.7676171924196],[-2.69172454795455,53.7669178535685]]],""type"":""Polygon""}"
