areaCode,areaName,date,newCasesBySpecimenDateRollingSum,newCasesBySpecimenDateRollingRate
E02002631,South Darwen & Whitehall,2020-09-12,5.0,59.5
E02002631,South Darwen & Whitehall,2020-09-19,9.0,107.0
E02002631,South Darwen & Whitehall,2020-09-26,7.0,83.3
E02002631,South Darwen & Whitehall,2020-10-03,12.0,142.7
E02002631,South Darwen & Whitehall,2020-10-10,22.0,261.7
E02002631,South Darwen & Whitehall,2020-10-17,23.0,273.5
E02002631,South Darwen & Whitehall,2020-10-24,48.0,570.9
E02002631,South Darwen & Whitehall,2020-10-31,34.0,404.4
E02002631,South Darwen & Whitehall,2020-11-07,49.0,582.8
E02002631,South Darwen & Whitehall,2020-11-14,59.0,701.7
E02002631,South Darwen & Whitehall,2020-11-21,28.0,333.0
E02002631,South Darwen & Whitehall,2020-11-28,6.0,71.4
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-03-21,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-03-28,3.0,48.6
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-04-04,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-04-11,3.0,48.6
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-04-18,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-04-25,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-05-02,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-05-09,3.0,48.6
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-05-16,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-05-23,3.0,48.6
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-05-30,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-06-06,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-06-13,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-06-20,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-06-27,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-07-04,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-07-11,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-07-18,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-07-25,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-08-01,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-08-08,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-08-15,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-08-22,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-08-29,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-09-05,5.0,81.0
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-09-12,,
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-09-19,5.0,81.0
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-09-26,10.0,162.0
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-10-03,14.0,226.8
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-10-10,15.0,243.0
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-10-17,16.0,259.2
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-10-24,28.0,453.6
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-10-31,26.0,421.2
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-11-07,22.0,356.4
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-11-14,19.0,307.8
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-11-21,14.0,226.8
E02002632,"Tockholes, Edgworth & Hoddlesden",2020-11-28,9.0,145.8
E02002633,Little Bispham & Anchorsholme,2020-03-21,,
E02002633,Little Bispham & Anchorsholme,2020-03-28,,
E02002633,Little Bispham & Anchorsholme,2020-04-04,3.0,38.9
E02002633,Little Bispham & Anchorsholme,2020-04-11,5.0,64.8
E02002633,Little Bispham & Anchorsholme,2020-04-18,6.0,77.8
E02002633,Little Bispham & Anchorsholme,2020-04-25,8.0,103.7
E02002633,Little Bispham & Anchorsholme,2020-05-02,3.0,38.9
E02002633,Little Bispham & Anchorsholme,2020-05-09,5.0,64.8
E02002633,Little Bispham & Anchorsholme,2020-05-16,,
E02002633,Little Bispham & Anchorsholme,2020-05-23,4.0,51.9
E02002633,Little Bispham & Anchorsholme,2020-05-30,,
E02002633,Little Bispham & Anchorsholme,2020-06-06,,
E02002633,Little Bispham & Anchorsholme,2020-06-13,,
E02002633,Little Bispham & Anchorsholme,2020-06-20,,
E02002633,Little Bispham & Anchorsholme,2020-06-27,3.0,38.9
E02002633,Little Bispham & Anchorsholme,2020-07-04,,
E02002633,Little Bispham & Anchorsholme,2020-07-11,,
E02002633,Little Bispham & Anchorsholme,2020-07-18,,
E02002633,Little Bispham & Anchorsholme,2020-07-25,,
E02002633,Little Bispham & Anchorsholme,2020-08-01,,
E02002633,Little Bispham & Anchorsholme,2020-08-08,,
E02002633,Little Bispham & Anchorsholme,2020-08-15,,
E02002633,Little Bispham & Anchorsholme,2020-08-22,,
E02002633,Little Bispham & Anchorsholme,2020-08-29,,
E02002633,Little Bispham & Anchorsholme,2020-09-05,,
E02002633,Little Bispham & Anchorsholme,2020-09-12,3.0,38.9
E02002633,Little Bispham & Anchorsholme,2020-09-19,4.0,51.9
E02002633,Little Bispham & Anchorsholme,2020-09-26,4.0,51.9
E02002633,Little Bispham & Anchorsholme,2020-10-03,5.0,64.8
E02002633,Little Bispham & Anchorsholme,2020-10-10,18.0,233.4
E02002633,Little Bispham & Anchorsholme,2020-10-17,39.0,505.8
E02002633,Little Bispham & Anchorsholme,2020-10-24,41.0,531.7
E02002633,Little Bispham & Anchorsholme,2020-10-31,20.0,259.4
E02002633,Little Bispham & Anchorsholme,2020-11-07,35.0,453.9
E02002633,Little Bispham & Anchorsholme,2020-11-14,15.0,194.5
E02002633,Little Bispham & Anchorsholme,2020-11-21,17.0,220.5
E02002633,Little Bispham & Anchorsholme,2020-11-28,21.0,272.3
E02002634,Churchtown,2020-03-21,,
E02002634,Churchtown,2020-03-28,,
E02002634,Churchtown,2020-04-04,3.0,37.7
E02002634,Churchtown,2020-04-11,4.0,50.3
E02002634,Churchtown,2020-04-18,5.0,62.9
E02002634,Churchtown,2020-04-25,5.0,62.9
E02002634,Churchtown,2020-05-02,,
E02002634,Churchtown,2020-05-09,6.0,75.4
E02002634,Churchtown,2020-05-16,,
E02002634,Churchtown,2020-05-23,4.0,50.3
E02002634,Churchtown,2020-05-30,5.0,62.9
E02002634,Churchtown,2020-06-06,,
E02002634,Churchtown,2020-06-13,,
E02002634,Churchtown,2020-06-20,,
E02002634,Churchtown,2020-06-27,,
E02002634,Churchtown,2020-07-04,,
E02002634,Churchtown,2020-07-11,,
E02002634,Churchtown,2020-07-18,,
E02002634,Churchtown,2020-07-25,,
E02002634,Churchtown,2020-08-01,,
E02002634,Churchtown,2020-08-08,,
E02002634,Churchtown,2020-08-15,,
E02002634,Churchtown,2020-08-22,,
E02002634,Churchtown,2020-08-29,,
E02002634,Churchtown,2020-09-05,,
E02002634,Churchtown,2020-09-12,6.0,75.4
E02002634,Churchtown,2020-09-19,12.0,150.9
E02002634,Churchtown,2020-09-26,4.0,50.3
E02002634,Churchtown,2020-10-03,18.0,226.3
E02002634,Churchtown,2020-10-10,20.0,251.4
E02002634,Churchtown,2020-10-17,30.0,377.2
E02002634,Churchtown,2020-10-24,33.0,414.9
E02002634,Churchtown,2020-10-31,41.0,515.5
E02002634,Churchtown,2020-11-07,27.0,339.5
E02002634,Churchtown,2020-11-14,23.0,289.2
E02002634,Churchtown,2020-11-21,26.0,326.9
E02002634,Churchtown,2020-11-28,14.0,176.0
E02002635,Norbreck & Bispham,2020-03-21,,
E02002635,Norbreck & Bispham,2020-03-28,,
E02002635,Norbreck & Bispham,2020-04-04,3.0,37.8
E02002635,Norbreck & Bispham,2020-04-11,4.0,50.4
E02002635,Norbreck & Bispham,2020-04-18,,
E02002635,Norbreck & Bispham,2020-04-25,9.0,113.3
E02002635,Norbreck & Bispham,2020-05-02,4.0,50.4
E02002635,Norbreck & Bispham,2020-05-09,10.0,125.9
E02002635,Norbreck & Bispham,2020-05-16,4.0,50.4
E02002635,Norbreck & Bispham,2020-05-23,5.0,62.9
E02002635,Norbreck & Bispham,2020-05-30,,
E02002635,Norbreck & Bispham,2020-06-06,,
E02002635,Norbreck & Bispham,2020-06-13,,
E02002635,Norbreck & Bispham,2020-06-20,,
E02002635,Norbreck & Bispham,2020-06-27,3.0,37.8
E02002635,Norbreck & Bispham,2020-07-04,,
E02002635,Norbreck & Bispham,2020-07-11,,
E02002635,Norbreck & Bispham,2020-07-18,,
E02002635,Norbreck & Bispham,2020-07-25,,
E02002635,Norbreck & Bispham,2020-08-01,,
E02002635,Norbreck & Bispham,2020-08-08,,
E02002635,Norbreck & Bispham,2020-08-15,,
E02002635,Norbreck & Bispham,2020-08-22,,
E02002635,Norbreck & Bispham,2020-08-29,,
E02002635,Norbreck & Bispham,2020-09-05,,
E02002635,Norbreck & Bispham,2020-09-12,7.0,88.1
E02002635,Norbreck & Bispham,2020-09-19,8.0,100.7
E02002635,Norbreck & Bispham,2020-09-26,8.0,100.7
E02002635,Norbreck & Bispham,2020-10-03,5.0,62.9
E02002635,Norbreck & Bispham,2020-10-10,27.0,339.9
E02002635,Norbreck & Bispham,2020-10-17,41.0,516.2
E02002635,Norbreck & Bispham,2020-10-24,38.0,478.4
E02002635,Norbreck & Bispham,2020-10-31,35.0,440.6
E02002635,Norbreck & Bispham,2020-11-07,25.0,314.7
E02002635,Norbreck & Bispham,2020-11-14,21.0,264.4
E02002635,Norbreck & Bispham,2020-11-21,16.0,201.4
E02002635,Norbreck & Bispham,2020-11-28,20.0,251.8
E02005320,Fleetwood Warren,2020-03-21,,
E02005320,Fleetwood Warren,2020-03-28,,
E02005320,Fleetwood Warren,2020-04-04,3.0,50.3
E02005320,Fleetwood Warren,2020-04-11,,
E02005320,Fleetwood Warren,2020-04-18,,
E02005320,Fleetwood Warren,2020-04-25,6.0,100.5
E02005320,Fleetwood Warren,2020-05-02,13.0,217.8
E02005320,Fleetwood Warren,2020-05-09,8.0,134.0
E02005320,Fleetwood Warren,2020-05-16,12.0,201.1
E02005320,Fleetwood Warren,2020-05-23,,
E02005320,Fleetwood Warren,2020-05-30,3.0,50.3
E02005320,Fleetwood Warren,2020-06-06,,
E02005320,Fleetwood Warren,2020-06-13,,
E02005320,Fleetwood Warren,2020-06-20,,
E02005320,Fleetwood Warren,2020-06-27,,
E02005320,Fleetwood Warren,2020-07-04,,
E02005320,Fleetwood Warren,2020-07-11,,
E02005320,Fleetwood Warren,2020-07-18,,
E02005320,Fleetwood Warren,2020-07-25,,
E02005320,Fleetwood Warren,2020-08-01,,
E02005320,Fleetwood Warren,2020-08-08,,
E02005320,Fleetwood Warren,2020-08-15,,
E02005320,Fleetwood Warren,2020-08-22,,
E02005320,Fleetwood Warren,2020-08-29,,
E02005320,Fleetwood Warren,2020-09-05,3.0,50.3
E02005320,Fleetwood Warren,2020-09-12,,
E02005320,Fleetwood Warren,2020-09-19,,
E02005320,Fleetwood Warren,2020-09-26,7.0,117.3
E02005320,Fleetwood Warren,2020-10-03,11.0,184.3
E02005320,Fleetwood Warren,2020-10-10,17.0,284.9
E02005320,Fleetwood Warren,2020-10-17,15.0,251.3
E02005320,Fleetwood Warren,2020-10-24,29.0,485.9
E02005320,Fleetwood Warren,2020-10-31,22.0,368.6
E02005320,Fleetwood Warren,2020-11-07,23.0,385.4
E02005320,Fleetwood Warren,2020-11-14,13.0,217.8
E02005320,Fleetwood Warren,2020-11-21,7.0,117.3
E02005320,Fleetwood Warren,2020-11-28,4.0,67.0
E02005270,"Waddington, Gisburn & Slaidburn",2020-03-21,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-03-28,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-04-04,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-04-11,7.0,96.1
E02005270,"Waddington, Gisburn & Slaidburn",2020-04-18,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-04-25,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-05-02,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-05-09,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-05-16,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-05-23,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-05-30,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-06-06,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-06-13,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-06-20,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-06-27,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-07-04,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-07-11,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-07-18,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-07-25,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-08-01,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-08-08,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-08-15,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-08-22,3.0,41.2
E02005270,"Waddington, Gisburn & Slaidburn",2020-08-29,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-09-05,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-09-12,3.0,41.2
E02005270,"Waddington, Gisburn & Slaidburn",2020-09-19,,
E02005270,"Waddington, Gisburn & Slaidburn",2020-09-26,5.0,68.6
E02005270,"Waddington, Gisburn & Slaidburn",2020-10-03,11.0,151.0
E02005270,"Waddington, Gisburn & Slaidburn",2020-10-10,17.0,233.4
E02005270,"Waddington, Gisburn & Slaidburn",2020-10-17,22.0,302.0
E02005270,"Waddington, Gisburn & Slaidburn",2020-10-24,31.0,425.5
E02005270,"Waddington, Gisburn & Slaidburn",2020-10-31,14.0,192.2
E02005270,"Waddington, Gisburn & Slaidburn",2020-11-07,17.0,233.4
E02005270,"Waddington, Gisburn & Slaidburn",2020-11-14,17.0,233.4
E02005270,"Waddington, Gisburn & Slaidburn",2020-11-21,15.0,205.9
E02005270,"Waddington, Gisburn & Slaidburn",2020-11-28,9.0,123.5
E02005220,Broadfield & Knuzden,2020-03-21,,
E02005220,Broadfield & Knuzden,2020-03-28,,
E02005220,Broadfield & Knuzden,2020-04-04,3.0,49.5
E02005220,Broadfield & Knuzden,2020-04-11,3.0,49.5
E02005220,Broadfield & Knuzden,2020-04-18,,
E02005220,Broadfield & Knuzden,2020-04-25,,
E02005220,Broadfield & Knuzden,2020-05-02,,
E02005220,Broadfield & Knuzden,2020-05-09,,
E02005220,Broadfield & Knuzden,2020-05-16,,
E02005220,Broadfield & Knuzden,2020-05-23,,
E02005220,Broadfield & Knuzden,2020-05-30,4.0,65.9
E02005220,Broadfield & Knuzden,2020-06-06,,
E02005220,Broadfield & Knuzden,2020-06-13,,
E02005220,Broadfield & Knuzden,2020-06-20,,
E02005220,Broadfield & Knuzden,2020-06-27,,
E02005220,Broadfield & Knuzden,2020-07-04,,
E02005220,Broadfield & Knuzden,2020-07-11,,
E02005220,Broadfield & Knuzden,2020-07-18,,
E02005220,Broadfield & Knuzden,2020-07-25,,
E02005220,Broadfield & Knuzden,2020-08-01,5.0,82.4
E02005220,Broadfield & Knuzden,2020-08-08,,
E02005220,Broadfield & Knuzden,2020-08-15,3.0,49.5
E02005220,Broadfield & Knuzden,2020-08-22,,
E02005220,Broadfield & Knuzden,2020-08-29,,
E02005220,Broadfield & Knuzden,2020-09-05,4.0,65.9
E02005220,Broadfield & Knuzden,2020-09-12,11.0,181.3
E02005220,Broadfield & Knuzden,2020-09-19,20.0,329.7
E02005220,Broadfield & Knuzden,2020-09-26,12.0,197.8
E02005220,Broadfield & Knuzden,2020-10-03,15.0,247.3
E02005220,Broadfield & Knuzden,2020-10-10,25.0,412.1
E02005220,Broadfield & Knuzden,2020-10-17,24.0,395.6
E02005220,Broadfield & Knuzden,2020-10-24,26.0,428.6
E02005220,Broadfield & Knuzden,2020-10-31,25.0,412.1
E02005220,Broadfield & Knuzden,2020-11-07,14.0,230.8
E02005220,Broadfield & Knuzden,2020-11-14,22.0,362.7
E02005220,Broadfield & Knuzden,2020-11-21,30.0,494.6
E02005220,Broadfield & Knuzden,2020-11-28,12.0,197.8
E02005321,Fleetwood Rossall & Chatsworth,2020-03-21,,
E02005321,Fleetwood Rossall & Chatsworth,2020-03-28,,
E02005321,Fleetwood Rossall & Chatsworth,2020-04-04,,
E02005321,Fleetwood Rossall & Chatsworth,2020-04-11,3.0,47.8
E02005321,Fleetwood Rossall & Chatsworth,2020-04-18,4.0,63.8
E02005321,Fleetwood Rossall & Chatsworth,2020-04-25,,
E02005321,Fleetwood Rossall & Chatsworth,2020-05-02,5.0,79.7
E02005321,Fleetwood Rossall & Chatsworth,2020-05-09,,
E02005321,Fleetwood Rossall & Chatsworth,2020-05-16,,
E02005321,Fleetwood Rossall & Chatsworth,2020-05-23,5.0,79.7
E02005321,Fleetwood Rossall & Chatsworth,2020-05-30,5.0,79.7
E02005321,Fleetwood Rossall & Chatsworth,2020-06-06,,
E02005321,Fleetwood Rossall & Chatsworth,2020-06-13,,
E02005321,Fleetwood Rossall & Chatsworth,2020-06-20,,
E02005321,Fleetwood Rossall & Chatsworth,2020-06-27,,
E02005321,Fleetwood Rossall & Chatsworth,2020-07-04,,
E02005321,Fleetwood Rossall & Chatsworth,2020-07-11,,
E02005321,Fleetwood Rossall & Chatsworth,2020-07-18,,
E02005321,Fleetwood Rossall & Chatsworth,2020-07-25,,
E02005321,Fleetwood Rossall & Chatsworth,2020-08-01,,
E02005321,Fleetwood Rossall & Chatsworth,2020-08-08,,
E02005321,Fleetwood Rossall & Chatsworth,2020-08-15,3.0,47.8
E02005321,Fleetwood Rossall & Chatsworth,2020-08-22,,
E02005321,Fleetwood Rossall & Chatsworth,2020-08-29,,
E02005321,Fleetwood Rossall & Chatsworth,2020-09-05,,
E02005321,Fleetwood Rossall & Chatsworth,2020-09-12,6.0,95.7
E02005321,Fleetwood Rossall & Chatsworth,2020-09-19,,
E02005321,Fleetwood Rossall & Chatsworth,2020-09-26,,
E02005321,Fleetwood Rossall & Chatsworth,2020-10-03,3.0,47.8
E02005321,Fleetwood Rossall & Chatsworth,2020-10-10,12.0,191.4
E02005321,Fleetwood Rossall & Chatsworth,2020-10-17,16.0,255.1
E02005321,Fleetwood Rossall & Chatsworth,2020-10-24,31.0,494.3
E02005321,Fleetwood Rossall & Chatsworth,2020-10-31,19.0,303.0
E02005321,Fleetwood Rossall & Chatsworth,2020-11-07,8.0,127.6
E02005321,Fleetwood Rossall & Chatsworth,2020-11-14,15.0,239.2
E02005321,Fleetwood Rossall & Chatsworth,2020-11-21,9.0,143.5
E02005321,Fleetwood Rossall & Chatsworth,2020-11-28,5.0,79.7
E02005322,"Preesall, Stalmine & Hambleton",2020-03-21,,
E02005322,"Preesall, Stalmine & Hambleton",2020-03-28,5.0,48.5
E02005322,"Preesall, Stalmine & Hambleton",2020-04-04,5.0,48.5
E02005322,"Preesall, Stalmine & Hambleton",2020-04-11,11.0,106.7
E02005322,"Preesall, Stalmine & Hambleton",2020-04-18,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-04-25,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-05-02,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-05-09,6.0,58.2
E02005322,"Preesall, Stalmine & Hambleton",2020-05-16,12.0,116.4
E02005322,"Preesall, Stalmine & Hambleton",2020-05-23,24.0,232.8
E02005322,"Preesall, Stalmine & Hambleton",2020-05-30,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-06-06,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-06-13,,
E02005322,"Preesall, Stalmine & Hambleton",2020-06-20,,
E02005322,"Preesall, Stalmine & Hambleton",2020-06-27,5.0,48.5
E02005322,"Preesall, Stalmine & Hambleton",2020-07-04,,
E02005322,"Preesall, Stalmine & Hambleton",2020-07-11,,
E02005322,"Preesall, Stalmine & Hambleton",2020-07-18,,
E02005322,"Preesall, Stalmine & Hambleton",2020-07-25,,
E02005322,"Preesall, Stalmine & Hambleton",2020-08-01,,
E02005322,"Preesall, Stalmine & Hambleton",2020-08-08,,
E02005322,"Preesall, Stalmine & Hambleton",2020-08-15,,
E02005322,"Preesall, Stalmine & Hambleton",2020-08-22,,
E02005322,"Preesall, Stalmine & Hambleton",2020-08-29,,
E02005322,"Preesall, Stalmine & Hambleton",2020-09-05,,
E02005322,"Preesall, Stalmine & Hambleton",2020-09-12,,
E02005322,"Preesall, Stalmine & Hambleton",2020-09-19,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-09-26,7.0,67.9
E02005322,"Preesall, Stalmine & Hambleton",2020-10-03,3.0,29.1
E02005322,"Preesall, Stalmine & Hambleton",2020-10-10,13.0,126.1
E02005322,"Preesall, Stalmine & Hambleton",2020-10-17,29.0,281.3
E02005322,"Preesall, Stalmine & Hambleton",2020-10-24,26.0,252.2
E02005322,"Preesall, Stalmine & Hambleton",2020-10-31,31.0,300.6
E02005322,"Preesall, Stalmine & Hambleton",2020-11-07,19.0,184.3
E02005322,"Preesall, Stalmine & Hambleton",2020-11-14,27.0,261.9
E02005322,"Preesall, Stalmine & Hambleton",2020-11-21,19.0,184.3
E02005322,"Preesall, Stalmine & Hambleton",2020-11-28,11.0,106.7
E02005323,Fleetwood South East,2020-03-21,,
E02005323,Fleetwood South East,2020-03-28,,
E02005323,Fleetwood South East,2020-04-04,,
E02005323,Fleetwood South East,2020-04-11,,
E02005323,Fleetwood South East,2020-04-18,,
E02005323,Fleetwood South East,2020-04-25,7.0,93.2
E02005323,Fleetwood South East,2020-05-02,7.0,93.2
E02005323,Fleetwood South East,2020-05-09,3.0,40.0
E02005323,Fleetwood South East,2020-05-16,5.0,66.6
E02005323,Fleetwood South East,2020-05-23,8.0,106.5
E02005323,Fleetwood South East,2020-05-30,3.0,40.0
E02005323,Fleetwood South East,2020-06-06,,
E02005323,Fleetwood South East,2020-06-13,,
E02005323,Fleetwood South East,2020-06-20,,
E02005323,Fleetwood South East,2020-06-27,,
E02005323,Fleetwood South East,2020-07-04,,
E02005323,Fleetwood South East,2020-07-11,,
E02005323,Fleetwood South East,2020-07-18,,
E02005323,Fleetwood South East,2020-07-25,,
E02005323,Fleetwood South East,2020-08-01,,
E02005323,Fleetwood South East,2020-08-08,,
E02005323,Fleetwood South East,2020-08-15,,
E02005323,Fleetwood South East,2020-08-22,,
E02005323,Fleetwood South East,2020-08-29,,
E02005323,Fleetwood South East,2020-09-05,,
E02005323,Fleetwood South East,2020-09-12,,
E02005323,Fleetwood South East,2020-09-19,3.0,40.0
E02005323,Fleetwood South East,2020-09-26,3.0,40.0
E02005323,Fleetwood South East,2020-10-03,14.0,186.4
E02005323,Fleetwood South East,2020-10-10,13.0,173.1
E02005323,Fleetwood South East,2020-10-17,25.0,332.9
E02005323,Fleetwood South East,2020-10-24,34.0,452.8
E02005323,Fleetwood South East,2020-10-31,28.0,372.9
E02005323,Fleetwood South East,2020-11-07,21.0,279.7
E02005323,Fleetwood South East,2020-11-14,13.0,173.1
E02005323,Fleetwood South East,2020-11-21,5.0,66.6
E02005323,Fleetwood South East,2020-11-28,9.0,119.9
E02005271,Clitheroe North,2020-03-21,,
E02005271,Clitheroe North,2020-03-28,,
E02005271,Clitheroe North,2020-04-04,5.0,63.1
E02005271,Clitheroe North,2020-04-11,,
E02005271,Clitheroe North,2020-04-18,,
E02005271,Clitheroe North,2020-04-25,4.0,50.5
E02005271,Clitheroe North,2020-05-02,6.0,75.7
E02005271,Clitheroe North,2020-05-09,,
E02005271,Clitheroe North,2020-05-16,,
E02005271,Clitheroe North,2020-05-23,,
E02005271,Clitheroe North,2020-05-30,3.0,37.9
E02005271,Clitheroe North,2020-06-06,9.0,113.6
E02005271,Clitheroe North,2020-06-13,,
E02005271,Clitheroe North,2020-06-20,,
E02005271,Clitheroe North,2020-06-27,,
E02005271,Clitheroe North,2020-07-04,,
E02005271,Clitheroe North,2020-07-11,,
E02005271,Clitheroe North,2020-07-18,,
E02005271,Clitheroe North,2020-07-25,,
E02005271,Clitheroe North,2020-08-01,,
E02005271,Clitheroe North,2020-08-08,,
E02005271,Clitheroe North,2020-08-15,,
E02005271,Clitheroe North,2020-08-22,,
E02005271,Clitheroe North,2020-08-29,,
E02005271,Clitheroe North,2020-09-05,,
E02005271,Clitheroe North,2020-09-12,,
E02005271,Clitheroe North,2020-09-19,3.0,37.9
E02005271,Clitheroe North,2020-09-26,6.0,75.7
E02005271,Clitheroe North,2020-10-03,14.0,176.7
E02005271,Clitheroe North,2020-10-10,23.0,290.3
E02005271,Clitheroe North,2020-10-17,23.0,290.3
E02005271,Clitheroe North,2020-10-24,34.0,429.1
E02005271,Clitheroe North,2020-10-31,25.0,315.5
E02005271,Clitheroe North,2020-11-07,32.0,403.8
E02005271,Clitheroe North,2020-11-14,24.0,302.9
E02005271,Clitheroe North,2020-11-21,18.0,227.2
E02005271,Clitheroe North,2020-11-28,29.0,366.0
E02005221,"Carnforth, Silverdale & Warton",2020-03-21,3.0,30.3
E02005221,"Carnforth, Silverdale & Warton",2020-03-28,7.0,70.8
E02005221,"Carnforth, Silverdale & Warton",2020-04-04,12.0,121.4
E02005221,"Carnforth, Silverdale & Warton",2020-04-11,13.0,131.5
E02005221,"Carnforth, Silverdale & Warton",2020-04-18,6.0,60.7
E02005221,"Carnforth, Silverdale & Warton",2020-04-25,,
E02005221,"Carnforth, Silverdale & Warton",2020-05-02,,
E02005221,"Carnforth, Silverdale & Warton",2020-05-09,,
E02005221,"Carnforth, Silverdale & Warton",2020-05-16,,
E02005221,"Carnforth, Silverdale & Warton",2020-05-23,,
E02005221,"Carnforth, Silverdale & Warton",2020-05-30,,
E02005221,"Carnforth, Silverdale & Warton",2020-06-06,4.0,40.5
E02005221,"Carnforth, Silverdale & Warton",2020-06-13,,
E02005221,"Carnforth, Silverdale & Warton",2020-06-20,,
E02005221,"Carnforth, Silverdale & Warton",2020-06-27,,
E02005221,"Carnforth, Silverdale & Warton",2020-07-04,,
E02005221,"Carnforth, Silverdale & Warton",2020-07-11,,
E02005221,"Carnforth, Silverdale & Warton",2020-07-18,,
E02005221,"Carnforth, Silverdale & Warton",2020-07-25,,
E02005221,"Carnforth, Silverdale & Warton",2020-08-01,,
E02005221,"Carnforth, Silverdale & Warton",2020-08-08,,
E02005221,"Carnforth, Silverdale & Warton",2020-08-15,,
E02005221,"Carnforth, Silverdale & Warton",2020-08-22,,
E02005221,"Carnforth, Silverdale & Warton",2020-08-29,,
E02005221,"Carnforth, Silverdale & Warton",2020-09-05,,
E02005221,"Carnforth, Silverdale & Warton",2020-09-12,4.0,40.5
E02005221,"Carnforth, Silverdale & Warton",2020-09-19,,
E02005221,"Carnforth, Silverdale & Warton",2020-09-26,,
E02005221,"Carnforth, Silverdale & Warton",2020-10-03,7.0,70.8
E02005221,"Carnforth, Silverdale & Warton",2020-10-10,9.0,91.0
E02005221,"Carnforth, Silverdale & Warton",2020-10-17,28.0,283.2
E02005221,"Carnforth, Silverdale & Warton",2020-10-24,37.0,374.3
E02005221,"Carnforth, Silverdale & Warton",2020-10-31,18.0,182.1
E02005221,"Carnforth, Silverdale & Warton",2020-11-07,10.0,101.2
E02005221,"Carnforth, Silverdale & Warton",2020-11-14,11.0,111.3
E02005221,"Carnforth, Silverdale & Warton",2020-11-21,10.0,101.2
E02005221,"Carnforth, Silverdale & Warton",2020-11-28,14.0,141.6
