areaCode,areaName,date,newCasesBySpecimenDateRollingSum,newCasesBySpecimenDateRollingRate
E02002636,Warbreck & Bispham Road,2020-03-21,,
E02002636,Warbreck & Bispham Road,2020-03-28,,
E02002636,Warbreck & Bispham Road,2020-04-04,,
E02002636,Warbreck & Bispham Road,2020-04-11,9.0,108.6
E02002636,Warbreck & Bispham Road,2020-04-18,5.0,60.3
E02002636,Warbreck & Bispham Road,2020-04-25,6.0,72.4
E02002636,Warbreck & Bispham Road,2020-05-02,3.0,36.2
E02002636,Warbreck & Bispham Road,2020-05-09,4.0,48.3
E02002636,Warbreck & Bispham Road,2020-05-16,,
E02002636,Warbreck & Bispham Road,2020-05-23,,
E02002636,Warbreck & Bispham Road,2020-05-30,7.0,84.4
E02002636,Warbreck & Bispham Road,2020-06-06,,
E02002636,Warbreck & Bispham Road,2020-06-13,,
E02002636,Warbreck & Bispham Road,2020-06-20,,
E02002636,Warbreck & Bispham Road,2020-06-27,4.0,48.3
E02002636,Warbreck & Bispham Road,2020-07-04,,
E02002636,Warbreck & Bispham Road,2020-07-11,,
E02002636,Warbreck & Bispham Road,2020-07-18,,
E02002636,Warbreck & Bispham Road,2020-07-25,,
E02002636,Warbreck & Bispham Road,2020-08-01,,
E02002636,Warbreck & Bispham Road,2020-08-08,,
E02002636,Warbreck & Bispham Road,2020-08-15,,
E02002636,Warbreck & Bispham Road,2020-08-22,,
E02002636,Warbreck & Bispham Road,2020-08-29,,
E02002636,Warbreck & Bispham Road,2020-09-05,,
E02002636,Warbreck & Bispham Road,2020-09-12,,
E02002636,Warbreck & Bispham Road,2020-09-19,8.0,96.5
E02002636,Warbreck & Bispham Road,2020-09-26,11.0,132.7
E02002636,Warbreck & Bispham Road,2020-10-03,11.0,132.7
E02002636,Warbreck & Bispham Road,2020-10-10,20.0,241.3
E02002636,Warbreck & Bispham Road,2020-10-17,29.0,349.9
E02002636,Warbreck & Bispham Road,2020-10-24,35.0,422.2
E02002636,Warbreck & Bispham Road,2020-10-31,27.0,325.7
E02002636,Warbreck & Bispham Road,2020-11-07,27.0,325.7
E02002636,Warbreck & Bispham Road,2020-11-14,18.0,217.2
E02002636,Warbreck & Bispham Road,2020-11-21,15.0,181.0
E02002636,Warbreck & Bispham Road,2020-11-28,22.0,265.4
E02002637,Hoohill,2020-03-21,,
E02002637,Hoohill,2020-03-28,,
E02002637,Hoohill,2020-04-04,4.0,66.2
E02002637,Hoohill,2020-04-11,,
E02002637,Hoohill,2020-04-18,13.0,215.0
E02002637,Hoohill,2020-04-25,4.0,66.2
E02002637,Hoohill,2020-05-02,7.0,115.8
E02002637,Hoohill,2020-05-09,6.0,99.2
E02002637,Hoohill,2020-05-16,3.0,49.6
E02002637,Hoohill,2020-05-23,8.0,132.3
E02002637,Hoohill,2020-05-30,,
E02002637,Hoohill,2020-06-06,,
E02002637,Hoohill,2020-06-13,,
E02002637,Hoohill,2020-06-20,,
E02002637,Hoohill,2020-06-27,,
E02002637,Hoohill,2020-07-04,,
E02002637,Hoohill,2020-07-11,,
E02002637,Hoohill,2020-07-18,,
E02002637,Hoohill,2020-07-25,,
E02002637,Hoohill,2020-08-01,,
E02002637,Hoohill,2020-08-08,,
E02002637,Hoohill,2020-08-15,,
E02002637,Hoohill,2020-08-22,,
E02002637,Hoohill,2020-08-29,,
E02002637,Hoohill,2020-09-05,,
E02002637,Hoohill,2020-09-12,3.0,49.6
E02002637,Hoohill,2020-09-19,4.0,66.2
E02002637,Hoohill,2020-09-26,5.0,82.7
E02002637,Hoohill,2020-10-03,16.0,264.6
E02002637,Hoohill,2020-10-10,17.0,281.2
E02002637,Hoohill,2020-10-17,20.0,330.8
E02002637,Hoohill,2020-10-24,27.0,446.6
E02002637,Hoohill,2020-10-31,21.0,347.3
E02002637,Hoohill,2020-11-07,13.0,215.0
E02002637,Hoohill,2020-11-14,10.0,165.4
E02002637,Hoohill,2020-11-21,8.0,132.3
E02002637,Hoohill,2020-11-28,6.0,99.2
E02002638,North Shore,2020-03-21,,
E02002638,North Shore,2020-03-28,,
E02002638,North Shore,2020-04-04,4.0,66.7
E02002638,North Shore,2020-04-11,3.0,50.0
E02002638,North Shore,2020-04-18,3.0,50.0
E02002638,North Shore,2020-04-25,8.0,133.4
E02002638,North Shore,2020-05-02,11.0,183.4
E02002638,North Shore,2020-05-09,,
E02002638,North Shore,2020-05-16,,
E02002638,North Shore,2020-05-23,,
E02002638,North Shore,2020-05-30,,
E02002638,North Shore,2020-06-06,,
E02002638,North Shore,2020-06-13,6.0,100.0
E02002638,North Shore,2020-06-20,,
E02002638,North Shore,2020-06-27,,
E02002638,North Shore,2020-07-04,,
E02002638,North Shore,2020-07-11,,
E02002638,North Shore,2020-07-18,,
E02002638,North Shore,2020-07-25,,
E02002638,North Shore,2020-08-01,,
E02002638,North Shore,2020-08-08,3.0,50.0
E02002638,North Shore,2020-08-15,,
E02002638,North Shore,2020-08-22,,
E02002638,North Shore,2020-08-29,4.0,66.7
E02002638,North Shore,2020-09-05,,
E02002638,North Shore,2020-09-12,,
E02002638,North Shore,2020-09-19,3.0,50.0
E02002638,North Shore,2020-09-26,9.0,150.1
E02002638,North Shore,2020-10-03,5.0,83.4
E02002638,North Shore,2020-10-10,18.0,300.1
E02002638,North Shore,2020-10-17,26.0,433.5
E02002638,North Shore,2020-10-24,39.0,650.2
E02002638,North Shore,2020-10-31,22.0,366.8
E02002638,North Shore,2020-11-07,25.0,416.8
E02002638,North Shore,2020-11-14,10.0,166.7
E02002638,North Shore,2020-11-21,10.0,166.7
E02002638,North Shore,2020-11-28,5.0,83.4
E02002639,Little Layton & Little Carleton,2020-03-21,,
E02002639,Little Layton & Little Carleton,2020-03-28,,
E02002639,Little Layton & Little Carleton,2020-04-04,4.0,65.5
E02002639,Little Layton & Little Carleton,2020-04-11,4.0,65.5
E02002639,Little Layton & Little Carleton,2020-04-18,8.0,130.9
E02002639,Little Layton & Little Carleton,2020-04-25,3.0,49.1
E02002639,Little Layton & Little Carleton,2020-05-02,7.0,114.6
E02002639,Little Layton & Little Carleton,2020-05-09,,
E02002639,Little Layton & Little Carleton,2020-05-16,,
E02002639,Little Layton & Little Carleton,2020-05-23,6.0,98.2
E02002639,Little Layton & Little Carleton,2020-05-30,7.0,114.6
E02002639,Little Layton & Little Carleton,2020-06-06,4.0,65.5
E02002639,Little Layton & Little Carleton,2020-06-13,,
E02002639,Little Layton & Little Carleton,2020-06-20,,
E02002639,Little Layton & Little Carleton,2020-06-27,3.0,49.1
E02002639,Little Layton & Little Carleton,2020-07-04,,
E02002639,Little Layton & Little Carleton,2020-07-11,,
E02002639,Little Layton & Little Carleton,2020-07-18,,
E02002639,Little Layton & Little Carleton,2020-07-25,,
E02002639,Little Layton & Little Carleton,2020-08-01,,
E02002639,Little Layton & Little Carleton,2020-08-08,,
E02002639,Little Layton & Little Carleton,2020-08-15,,
E02002639,Little Layton & Little Carleton,2020-08-22,,
E02002639,Little Layton & Little Carleton,2020-08-29,,
E02002639,Little Layton & Little Carleton,2020-09-05,,
E02002639,Little Layton & Little Carleton,2020-09-12,,
E02002639,Little Layton & Little Carleton,2020-09-19,4.0,65.5
E02002639,Little Layton & Little Carleton,2020-09-26,3.0,49.1
E02002639,Little Layton & Little Carleton,2020-10-03,7.0,114.6
E02002639,Little Layton & Little Carleton,2020-10-10,8.0,130.9
E02002639,Little Layton & Little Carleton,2020-10-17,17.0,278.2
E02002639,Little Layton & Little Carleton,2020-10-24,20.0,327.3
E02002639,Little Layton & Little Carleton,2020-10-31,16.0,261.9
E02002639,Little Layton & Little Carleton,2020-11-07,24.0,392.8
E02002639,Little Layton & Little Carleton,2020-11-14,6.0,98.2
E02002639,Little Layton & Little Carleton,2020-11-21,12.0,196.4
E02002639,Little Layton & Little Carleton,2020-11-28,11.0,180.0
E02002640,North East Centre,2020-03-21,,
E02002640,North East Centre,2020-03-28,,
E02002640,North East Centre,2020-04-04,,
E02002640,North East Centre,2020-04-11,,
E02002640,North East Centre,2020-04-18,7.0,101.8
E02002640,North East Centre,2020-04-25,12.0,174.5
E02002640,North East Centre,2020-05-02,7.0,101.8
E02002640,North East Centre,2020-05-09,,
E02002640,North East Centre,2020-05-16,4.0,58.2
E02002640,North East Centre,2020-05-23,11.0,160.0
E02002640,North East Centre,2020-05-30,3.0,43.6
E02002640,North East Centre,2020-06-06,3.0,43.6
E02002640,North East Centre,2020-06-13,,
E02002640,North East Centre,2020-06-20,,
E02002640,North East Centre,2020-06-27,,
E02002640,North East Centre,2020-07-04,,
E02002640,North East Centre,2020-07-11,,
E02002640,North East Centre,2020-07-18,,
E02002640,North East Centre,2020-07-25,,
E02002640,North East Centre,2020-08-01,,
E02002640,North East Centre,2020-08-08,,
E02002640,North East Centre,2020-08-15,,
E02002640,North East Centre,2020-08-22,,
E02002640,North East Centre,2020-08-29,,
E02002640,North East Centre,2020-09-05,,
E02002640,North East Centre,2020-09-12,,
E02002640,North East Centre,2020-09-19,3.0,43.6
E02002640,North East Centre,2020-09-26,4.0,58.2
E02002640,North East Centre,2020-10-03,15.0,218.1
E02002640,North East Centre,2020-10-10,9.0,130.9
E02002640,North East Centre,2020-10-17,25.0,363.5
E02002640,North East Centre,2020-10-24,34.0,494.4
E02002640,North East Centre,2020-10-31,15.0,218.1
E02002640,North East Centre,2020-11-07,6.0,87.2
E02002640,North East Centre,2020-11-14,22.0,319.9
E02002640,North East Centre,2020-11-21,14.0,203.6
E02002640,North East Centre,2020-11-28,11.0,160.0
E02002641,Queenstown & Layton,2020-03-21,,
E02002641,Queenstown & Layton,2020-03-28,,
E02002641,Queenstown & Layton,2020-04-04,8.0,98.9
E02002641,Queenstown & Layton,2020-04-11,8.0,98.9
E02002641,Queenstown & Layton,2020-04-18,8.0,98.9
E02002641,Queenstown & Layton,2020-04-25,16.0,197.8
E02002641,Queenstown & Layton,2020-05-02,15.0,185.5
E02002641,Queenstown & Layton,2020-05-09,10.0,123.6
E02002641,Queenstown & Layton,2020-05-16,9.0,111.3
E02002641,Queenstown & Layton,2020-05-23,13.0,160.7
E02002641,Queenstown & Layton,2020-05-30,6.0,74.2
E02002641,Queenstown & Layton,2020-06-06,7.0,86.5
E02002641,Queenstown & Layton,2020-06-13,4.0,49.5
E02002641,Queenstown & Layton,2020-06-20,,
E02002641,Queenstown & Layton,2020-06-27,,
E02002641,Queenstown & Layton,2020-07-04,,
E02002641,Queenstown & Layton,2020-07-11,3.0,37.1
E02002641,Queenstown & Layton,2020-07-18,,
E02002641,Queenstown & Layton,2020-07-25,,
E02002641,Queenstown & Layton,2020-08-01,,
E02002641,Queenstown & Layton,2020-08-08,,
E02002641,Queenstown & Layton,2020-08-15,,
E02002641,Queenstown & Layton,2020-08-22,,
E02002641,Queenstown & Layton,2020-08-29,,
E02002641,Queenstown & Layton,2020-09-05,,
E02002641,Queenstown & Layton,2020-09-12,5.0,61.8
E02002641,Queenstown & Layton,2020-09-19,11.0,136.0
E02002641,Queenstown & Layton,2020-09-26,12.0,148.4
E02002641,Queenstown & Layton,2020-10-03,34.0,420.4
E02002641,Queenstown & Layton,2020-10-10,33.0,408.0
E02002641,Queenstown & Layton,2020-10-17,37.0,457.5
E02002641,Queenstown & Layton,2020-10-24,54.0,667.7
E02002641,Queenstown & Layton,2020-10-31,17.0,210.2
E02002641,Queenstown & Layton,2020-11-07,32.0,395.6
E02002641,Queenstown & Layton,2020-11-14,28.0,346.2
E02002641,Queenstown & Layton,2020-11-21,27.0,333.8
E02002641,Queenstown & Layton,2020-11-28,8.0,98.9
E02002642,Central Blackpool,2020-03-21,,
E02002642,Central Blackpool,2020-03-28,,
E02002642,Central Blackpool,2020-04-04,9.0,126.4
E02002642,Central Blackpool,2020-04-11,7.0,98.3
E02002642,Central Blackpool,2020-04-18,8.0,112.4
E02002642,Central Blackpool,2020-04-25,7.0,98.3
E02002642,Central Blackpool,2020-05-02,3.0,42.1
E02002642,Central Blackpool,2020-05-09,4.0,56.2
E02002642,Central Blackpool,2020-05-16,,
E02002642,Central Blackpool,2020-05-23,3.0,42.1
E02002642,Central Blackpool,2020-05-30,6.0,84.3
E02002642,Central Blackpool,2020-06-06,,
E02002642,Central Blackpool,2020-06-13,3.0,42.1
E02002642,Central Blackpool,2020-06-20,,
E02002642,Central Blackpool,2020-06-27,,
E02002642,Central Blackpool,2020-07-04,,
E02002642,Central Blackpool,2020-07-11,,
E02002642,Central Blackpool,2020-07-18,,
E02002642,Central Blackpool,2020-07-25,,
E02002642,Central Blackpool,2020-08-01,,
E02002642,Central Blackpool,2020-08-08,,
E02002642,Central Blackpool,2020-08-15,,
E02002642,Central Blackpool,2020-08-22,,
E02002642,Central Blackpool,2020-08-29,,
E02002642,Central Blackpool,2020-09-05,,
E02002642,Central Blackpool,2020-09-12,,
E02002642,Central Blackpool,2020-09-19,4.0,56.2
E02002642,Central Blackpool,2020-09-26,9.0,126.4
E02002642,Central Blackpool,2020-10-03,4.0,56.2
E02002642,Central Blackpool,2020-10-10,16.0,224.8
E02002642,Central Blackpool,2020-10-17,33.0,463.5
E02002642,Central Blackpool,2020-10-24,34.0,477.6
E02002642,Central Blackpool,2020-10-31,82.0,1151.8
E02002642,Central Blackpool,2020-11-07,28.0,393.3
E02002642,Central Blackpool,2020-11-14,43.0,604.0
E02002642,Central Blackpool,2020-11-21,6.0,84.3
E02002642,Central Blackpool,2020-11-28,10.0,140.5
E02002643,Park Road,2020-03-21,,
E02002643,Park Road,2020-03-28,,
E02002643,Park Road,2020-04-04,7.0,92.3
E02002643,Park Road,2020-04-11,,
E02002643,Park Road,2020-04-18,3.0,39.5
E02002643,Park Road,2020-04-25,7.0,92.3
E02002643,Park Road,2020-05-02,,
E02002643,Park Road,2020-05-09,5.0,65.9
E02002643,Park Road,2020-05-16,8.0,105.5
E02002643,Park Road,2020-05-23,3.0,39.5
E02002643,Park Road,2020-05-30,,
E02002643,Park Road,2020-06-06,3.0,39.5
E02002643,Park Road,2020-06-13,3.0,39.5
E02002643,Park Road,2020-06-20,,
E02002643,Park Road,2020-06-27,,
E02002643,Park Road,2020-07-04,,
E02002643,Park Road,2020-07-11,,
E02002643,Park Road,2020-07-18,,
E02002643,Park Road,2020-07-25,,
E02002643,Park Road,2020-08-01,,
E02002643,Park Road,2020-08-08,,
E02002643,Park Road,2020-08-15,,
E02002643,Park Road,2020-08-22,,
E02002643,Park Road,2020-08-29,,
E02002643,Park Road,2020-09-05,,
E02002643,Park Road,2020-09-12,,
E02002643,Park Road,2020-09-19,3.0,39.5
E02002643,Park Road,2020-09-26,4.0,52.7
E02002643,Park Road,2020-10-03,8.0,105.5
E02002643,Park Road,2020-10-10,26.0,342.7
E02002643,Park Road,2020-10-17,35.0,461.4
E02002643,Park Road,2020-10-24,40.0,527.3
E02002643,Park Road,2020-10-31,24.0,316.4
E02002643,Park Road,2020-11-07,21.0,276.8
E02002643,Park Road,2020-11-14,31.0,408.6
E02002643,Park Road,2020-11-21,10.0,131.8
E02002643,Park Road,2020-11-28,15.0,197.7
E02002644,Stanley Park & Great Marton,2020-03-21,,
E02002644,Stanley Park & Great Marton,2020-03-28,3.0,39.1
E02002644,Stanley Park & Great Marton,2020-04-04,4.0,52.2
E02002644,Stanley Park & Great Marton,2020-04-11,5.0,65.2
E02002644,Stanley Park & Great Marton,2020-04-18,10.0,130.5
E02002644,Stanley Park & Great Marton,2020-04-25,16.0,208.8
E02002644,Stanley Park & Great Marton,2020-05-02,14.0,182.7
E02002644,Stanley Park & Great Marton,2020-05-09,6.0,78.3
E02002644,Stanley Park & Great Marton,2020-05-16,7.0,91.3
E02002644,Stanley Park & Great Marton,2020-05-23,7.0,91.3
E02002644,Stanley Park & Great Marton,2020-05-30,,
E02002644,Stanley Park & Great Marton,2020-06-06,3.0,39.1
E02002644,Stanley Park & Great Marton,2020-06-13,,
E02002644,Stanley Park & Great Marton,2020-06-20,,
E02002644,Stanley Park & Great Marton,2020-06-27,,
E02002644,Stanley Park & Great Marton,2020-07-04,,
E02002644,Stanley Park & Great Marton,2020-07-11,,
E02002644,Stanley Park & Great Marton,2020-07-18,,
E02002644,Stanley Park & Great Marton,2020-07-25,,
E02002644,Stanley Park & Great Marton,2020-08-01,,
E02002644,Stanley Park & Great Marton,2020-08-08,4.0,52.2
E02002644,Stanley Park & Great Marton,2020-08-15,3.0,39.1
E02002644,Stanley Park & Great Marton,2020-08-22,,
E02002644,Stanley Park & Great Marton,2020-08-29,,
E02002644,Stanley Park & Great Marton,2020-09-05,,
E02002644,Stanley Park & Great Marton,2020-09-12,3.0,39.1
E02002644,Stanley Park & Great Marton,2020-09-19,3.0,39.1
E02002644,Stanley Park & Great Marton,2020-09-26,6.0,78.3
E02002644,Stanley Park & Great Marton,2020-10-03,27.0,352.3
E02002644,Stanley Park & Great Marton,2020-10-10,25.0,326.2
E02002644,Stanley Park & Great Marton,2020-10-17,28.0,365.3
E02002644,Stanley Park & Great Marton,2020-10-24,40.0,521.9
E02002644,Stanley Park & Great Marton,2020-10-31,24.0,313.2
E02002644,Stanley Park & Great Marton,2020-11-07,26.0,339.2
E02002644,Stanley Park & Great Marton,2020-11-14,25.0,326.2
E02002644,Stanley Park & Great Marton,2020-11-21,16.0,208.8
E02002644,Stanley Park & Great Marton,2020-11-28,13.0,169.6
E02002645,South Promenade & Seasiders Way,2020-03-21,,
E02002645,South Promenade & Seasiders Way,2020-03-28,,
E02002645,South Promenade & Seasiders Way,2020-04-04,,
E02002645,South Promenade & Seasiders Way,2020-04-11,,
E02002645,South Promenade & Seasiders Way,2020-04-18,4.0,66.1
E02002645,South Promenade & Seasiders Way,2020-04-25,6.0,99.2
E02002645,South Promenade & Seasiders Way,2020-05-02,7.0,115.8
E02002645,South Promenade & Seasiders Way,2020-05-09,15.0,248.1
E02002645,South Promenade & Seasiders Way,2020-05-16,4.0,66.1
E02002645,South Promenade & Seasiders Way,2020-05-23,9.0,148.8
E02002645,South Promenade & Seasiders Way,2020-05-30,,
E02002645,South Promenade & Seasiders Way,2020-06-06,,
E02002645,South Promenade & Seasiders Way,2020-06-13,3.0,49.6
E02002645,South Promenade & Seasiders Way,2020-06-20,,
E02002645,South Promenade & Seasiders Way,2020-06-27,,
E02002645,South Promenade & Seasiders Way,2020-07-04,,
E02002645,South Promenade & Seasiders Way,2020-07-11,,
E02002645,South Promenade & Seasiders Way,2020-07-18,,
E02002645,South Promenade & Seasiders Way,2020-07-25,,
E02002645,South Promenade & Seasiders Way,2020-08-01,,
E02002645,South Promenade & Seasiders Way,2020-08-08,,
E02002645,South Promenade & Seasiders Way,2020-08-15,,
E02002645,South Promenade & Seasiders Way,2020-08-22,,
E02002645,South Promenade & Seasiders Way,2020-08-29,,
E02002645,South Promenade & Seasiders Way,2020-09-05,3.0,49.6
E02002645,South Promenade & Seasiders Way,2020-09-12,,
E02002645,South Promenade & Seasiders Way,2020-09-19,,
E02002645,South Promenade & Seasiders Way,2020-09-26,4.0,66.1
E02002645,South Promenade & Seasiders Way,2020-10-03,8.0,132.3
E02002645,South Promenade & Seasiders Way,2020-10-10,22.0,363.8
E02002645,South Promenade & Seasiders Way,2020-10-17,29.0,479.6
E02002645,South Promenade & Seasiders Way,2020-10-24,24.0,396.9
E02002645,South Promenade & Seasiders Way,2020-10-31,14.0,231.5
E02002645,South Promenade & Seasiders Way,2020-11-07,24.0,396.9
E02002645,South Promenade & Seasiders Way,2020-11-14,17.0,281.1
E02002645,South Promenade & Seasiders Way,2020-11-21,5.0,82.7
E02002645,South Promenade & Seasiders Way,2020-11-28,3.0,49.6
E02002646,Little Marton & Marton Moss Side,2020-03-21,,
E02002646,Little Marton & Marton Moss Side,2020-03-28,,
E02002646,Little Marton & Marton Moss Side,2020-04-04,3.0,44.1
E02002646,Little Marton & Marton Moss Side,2020-04-11,5.0,73.5
E02002646,Little Marton & Marton Moss Side,2020-04-18,7.0,102.9
E02002646,Little Marton & Marton Moss Side,2020-04-25,7.0,102.9
E02002646,Little Marton & Marton Moss Side,2020-05-02,4.0,58.8
E02002646,Little Marton & Marton Moss Side,2020-05-09,3.0,44.1
E02002646,Little Marton & Marton Moss Side,2020-05-16,,
E02002646,Little Marton & Marton Moss Side,2020-05-23,6.0,88.2
E02002646,Little Marton & Marton Moss Side,2020-05-30,4.0,58.8
E02002646,Little Marton & Marton Moss Side,2020-06-06,3.0,44.1
E02002646,Little Marton & Marton Moss Side,2020-06-13,3.0,44.1
E02002646,Little Marton & Marton Moss Side,2020-06-20,,
E02002646,Little Marton & Marton Moss Side,2020-06-27,,
E02002646,Little Marton & Marton Moss Side,2020-07-04,,
E02002646,Little Marton & Marton Moss Side,2020-07-11,,
E02002646,Little Marton & Marton Moss Side,2020-07-18,,
E02002646,Little Marton & Marton Moss Side,2020-07-25,,
E02002646,Little Marton & Marton Moss Side,2020-08-01,,
E02002646,Little Marton & Marton Moss Side,2020-08-08,,
E02002646,Little Marton & Marton Moss Side,2020-08-15,,
E02002646,Little Marton & Marton Moss Side,2020-08-22,,
E02002646,Little Marton & Marton Moss Side,2020-08-29,,
E02002646,Little Marton & Marton Moss Side,2020-09-05,,
E02002646,Little Marton & Marton Moss Side,2020-09-12,,
E02002646,Little Marton & Marton Moss Side,2020-09-19,5.0,73.5
E02002646,Little Marton & Marton Moss Side,2020-09-26,4.0,58.8
E02002646,Little Marton & Marton Moss Side,2020-10-03,9.0,132.3
E02002646,Little Marton & Marton Moss Side,2020-10-10,14.0,205.8
E02002646,Little Marton & Marton Moss Side,2020-10-17,25.0,367.4
E02002646,Little Marton & Marton Moss Side,2020-10-24,48.0,705.5
E02002646,Little Marton & Marton Moss Side,2020-10-31,19.0,279.2
E02002646,Little Marton & Marton Moss Side,2020-11-07,23.0,338.0
E02002646,Little Marton & Marton Moss Side,2020-11-14,20.0,293.9
E02002646,Little Marton & Marton Moss Side,2020-11-21,16.0,235.2
E02002646,Little Marton & Marton Moss Side,2020-11-28,16.0,235.2
E02002647,Victoria,2020-03-21,,
E02002647,Victoria,2020-03-28,,
E02002647,Victoria,2020-04-04,,
E02002647,Victoria,2020-04-11,,
E02002647,Victoria,2020-04-18,9.0,113.4
E02002647,Victoria,2020-04-25,10.0,126.0
E02002647,Victoria,2020-05-02,9.0,113.4
E02002647,Victoria,2020-05-09,6.0,75.6
E02002647,Victoria,2020-05-16,7.0,88.2
E02002647,Victoria,2020-05-23,8.0,100.8
E02002647,Victoria,2020-05-30,7.0,88.2
E02002647,Victoria,2020-06-06,3.0,37.8
E02002647,Victoria,2020-06-13,,
E02002647,Victoria,2020-06-20,,
E02002647,Victoria,2020-06-27,,
E02002647,Victoria,2020-07-04,,
E02002647,Victoria,2020-07-11,,
E02002647,Victoria,2020-07-18,,
E02002647,Victoria,2020-07-25,,
E02002647,Victoria,2020-08-01,,
E02002647,Victoria,2020-08-08,,
E02002647,Victoria,2020-08-15,,
E02002647,Victoria,2020-08-22,,
E02002647,Victoria,2020-08-29,,
E02002647,Victoria,2020-09-05,6.0,75.6
E02002647,Victoria,2020-09-12,,
E02002647,Victoria,2020-09-19,4.0,50.4
E02002647,Victoria,2020-09-26,6.0,75.6
E02002647,Victoria,2020-10-03,11.0,138.6
E02002647,Victoria,2020-10-10,18.0,226.8
E02002647,Victoria,2020-10-17,27.0,340.2
E02002647,Victoria,2020-10-24,34.0,428.4
E02002647,Victoria,2020-10-31,34.0,428.4
E02002647,Victoria,2020-11-07,30.0,378.0
E02002647,Victoria,2020-11-14,27.0,340.2
E02002647,Victoria,2020-11-21,18.0,226.8
E02002647,Victoria,2020-11-28,6.0,75.6
E02002648,Hawes Side,2020-03-21,,
E02002648,Hawes Side,2020-03-28,,
E02002648,Hawes Side,2020-04-04,3.0,41.8
E02002648,Hawes Side,2020-04-11,,
E02002648,Hawes Side,2020-04-18,,
E02002648,Hawes Side,2020-04-25,5.0,69.6
E02002648,Hawes Side,2020-05-02,5.0,69.6
E02002648,Hawes Side,2020-05-09,,
E02002648,Hawes Side,2020-05-16,,
E02002648,Hawes Side,2020-05-23,6.0,83.6
E02002648,Hawes Side,2020-05-30,,
E02002648,Hawes Side,2020-06-06,6.0,83.6
E02002648,Hawes Side,2020-06-13,3.0,41.8
E02002648,Hawes Side,2020-06-20,,
E02002648,Hawes Side,2020-06-27,,
E02002648,Hawes Side,2020-07-04,,
E02002648,Hawes Side,2020-07-11,,
E02002648,Hawes Side,2020-07-18,,
E02002648,Hawes Side,2020-07-25,,
E02002648,Hawes Side,2020-08-01,,
E02002648,Hawes Side,2020-08-08,,
E02002648,Hawes Side,2020-08-15,,
E02002648,Hawes Side,2020-08-22,,
E02002648,Hawes Side,2020-08-29,,
E02002648,Hawes Side,2020-09-05,,
E02002648,Hawes Side,2020-09-12,,
E02002648,Hawes Side,2020-09-19,6.0,83.6
E02002648,Hawes Side,2020-09-26,,
E02002648,Hawes Side,2020-10-03,9.0,125.3
E02002648,Hawes Side,2020-10-10,26.0,362.1
E02002648,Hawes Side,2020-10-17,36.0,501.4
E02002648,Hawes Side,2020-10-24,28.0,390.0
E02002648,Hawes Side,2020-10-31,23.0,320.3
E02002648,Hawes Side,2020-11-07,12.0,167.1
E02002648,Hawes Side,2020-11-14,21.0,292.5
E02002648,Hawes Side,2020-11-21,16.0,222.8
E02002648,Hawes Side,2020-11-28,6.0,83.6
E02002649,South Shore,2020-03-21,,
E02002649,South Shore,2020-03-28,,
E02002649,South Shore,2020-04-04,4.0,49.2
E02002649,South Shore,2020-04-11,3.0,36.9
E02002649,South Shore,2020-04-18,,
E02002649,South Shore,2020-04-25,6.0,73.8
E02002649,South Shore,2020-05-02,6.0,73.8
E02002649,South Shore,2020-05-09,6.0,73.8
E02002649,South Shore,2020-05-16,5.0,61.5
E02002649,South Shore,2020-05-23,8.0,98.4
E02002649,South Shore,2020-05-30,6.0,73.8
E02002649,South Shore,2020-06-06,4.0,49.2
E02002649,South Shore,2020-06-13,6.0,73.8
E02002649,South Shore,2020-06-20,,
E02002649,South Shore,2020-06-27,,
E02002649,South Shore,2020-07-04,,
E02002649,South Shore,2020-07-11,,
E02002649,South Shore,2020-07-18,,
E02002649,South Shore,2020-07-25,,
E02002649,South Shore,2020-08-01,,
E02002649,South Shore,2020-08-08,,
E02002649,South Shore,2020-08-15,,
E02002649,South Shore,2020-08-22,,
E02002649,South Shore,2020-08-29,,
E02002649,South Shore,2020-09-05,,
E02002649,South Shore,2020-09-12,,
E02002649,South Shore,2020-09-19,,
E02002649,South Shore,2020-09-26,7.0,86.1
E02002649,South Shore,2020-10-03,12.0,147.5
E02002649,South Shore,2020-10-10,23.0,282.8
E02002649,South Shore,2020-10-17,44.0,541.0
E02002649,South Shore,2020-10-24,46.0,565.6
E02002649,South Shore,2020-10-31,34.0,418.0
E02002649,South Shore,2020-11-07,40.0,491.8
E02002649,South Shore,2020-11-14,34.0,418.0
E02002649,South Shore,2020-11-21,25.0,307.4
E02002649,South Shore,2020-11-28,10.0,123.0
E02002650,Common Edge,2020-03-21,,
E02002650,Common Edge,2020-03-28,,
E02002650,Common Edge,2020-04-04,,
E02002650,Common Edge,2020-04-11,5.0,61.9
E02002650,Common Edge,2020-04-18,4.0,49.5
E02002650,Common Edge,2020-04-25,4.0,49.5
E02002650,Common Edge,2020-05-02,,
E02002650,Common Edge,2020-05-09,3.0,37.1
E02002650,Common Edge,2020-05-16,,
E02002650,Common Edge,2020-05-23,3.0,37.1
E02002650,Common Edge,2020-05-30,5.0,61.9
E02002650,Common Edge,2020-06-06,,
E02002650,Common Edge,2020-06-13,,
E02002650,Common Edge,2020-06-20,,
E02002650,Common Edge,2020-06-27,,
E02002650,Common Edge,2020-07-04,,
E02002650,Common Edge,2020-07-11,,
E02002650,Common Edge,2020-07-18,,
E02002650,Common Edge,2020-07-25,,
