Date,Blackburn with Darwen,Blackpool,Burnley,Chorley,Fylde,Hyndburn,Lancaster,Pendle,Preston,Ribble Valley,Rossendale,South Ribble,West Lancashire,Wyre,Lancashire (all)
2020-03-11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2020-03-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
