Date,Blackburn with Darwen,Blackpool,Burnley,Chorley,Fylde,Hyndburn,Lancaster,Pendle,Preston,Ribble Valley,Rossendale,South Ribble,West Lancashire,Wyre,Lancashire (all)
2020-04-04,42.1,47.3,42.7,42.3,30.9,27.1,118.5,33.7,51.0,23.0,29.4,31.6,69.1,37.5,48.5
2020-04-03,38.1,40.9,39.4,33.8,24.8,25.9,117.8,31.5,51.0,18.1,26.6,27.1,65.6,27.7,44.4
2020-04-02,34.7,36.6,37.1,31.3,22.3,25.9,104.1,29.3,42.6,16.4,19.6,25.3,54.2,22.3,39.2
2020-04-01,28.1,27.3,28.1,26.2,18.6,17.3,119.1,27.1,37.7,9.9,18.2,24.4,47.2,17.8,35.7
2020-03-31,23.4,24.4,21.4,26.2,13.6,16.0,110.9,20.6,31.4,8.2,18.2,21.7,36.7,18.7,31.4
2020-03-30,20.7,16.5,19.1,21.1,12.4,13.6,104.1,25.0,22.4,6.6,15.4,17.1,31.5,18.7,27.5
2020-03-29,17.4,12.9,12.4,18.6,12.4,8.6,87.6,21.7,16.8,4.9,12.6,14.4,24.5,17.8,22.7
2020-03-28,12.7,10.0,12.4,16.1,12.4,7.4,86.3,20.6,14.0,4.9,9.8,13.5,21.9,15.2,20.6
2020-03-27,10.0,7.2,10.1,16.9,9.9,4.9,79.4,16.3,9.8,4.9,8.4,13.5,18.4,12.5,17.9
2020-03-26,8.7,6.5,5.6,13.5,11.1,2.5,71.2,13.0,7.0,4.9,9.8,10.8,14.9,10.7,15.3
2020-03-25,7.3,3.6,6.7,12.7,9.9,1.2,48.6,10.9,6.3,4.9,8.4,6.3,11.4,9.8,11.7
2020-03-24,6.7,2.9,5.6,9.3,8.7,1.2,41.1,13.0,5.6,1.6,5.6,5.4,7.9,7.1,9.7
2020-03-23,4.0,3.6,2.2,7.6,6.2,1.2,29.4,5.4,6.3,1.6,5.6,6.3,4.4,3.6,7.0
2020-03-22,2.0,3.6,1.1,5.1,5.0,1.2,25.3,3.3,4.9,1.6,1.4,2.7,1.7,1.8,5.0
2020-03-21,1.3,3.6,1.1,5.9,2.5,2.5,19.2,2.2,2.8,0.0,1.4,2.7,1.7,1.8,4.0
2020-03-20,1.3,3.6,1.1,5.1,2.5,2.5,14.4,2.2,2.1,0.0,1.4,2.7,1.7,1.8,3.4
2020-03-19,0.7,2.9,1.1,4.2,2.5,2.5,13.0,2.2,2.1,0.0,0.0,1.8,1.7,1.8,3.0
2020-03-18,0.7,3.6,0.0,3.4,2.5,3.7,7.5,2.2,2.1,1.6,0.0,1.8,0.0,2.7,2.5
2020-03-17,0.7,3.6,0.0,2.5,5.0,2.5,4.1,0.0,2.1,1.6,0.0,1.8,0.0,1.8,1.9
2020-03-16,0.7,2.9,0.0,2.5,5.0,2.5,3.4,0.0,0.7,1.6,0.0,0.9,0.0,1.8,1.6
2020-03-15,0.7,2.2,0.0,2.5,5.0,2.5,0.0,0.0,0.7,1.6,0.0,0.9,0.0,0.9,1.1
2020-03-14,0.7,2.2,0.0,1.7,5.0,1.2,0.0,0.0,0.7,1.6,0.0,0.9,0.0,0.9,1.0
2020-03-13,0.7,1.4,0.0,1.7,5.0,1.2,0.0,0.0,0.7,1.6,0.0,0.9,0.0,0.9,0.9
2020-03-12,0.0,1.4,0.0,0.8,2.5,1.2,0.0,0.0,0.7,1.6,0.0,0.9,0.0,0.9,0.7
2020-03-11,0.0,0.7,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-03-10,0.0,0.7,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2020-03-09,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2020-03-08,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2020-03-07,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.3
2020-03-06,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.3
2020-03-05,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.3
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.1
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.1
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.1
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.1
